Cotizacion,Producto Solicitado,Producto Ofrecido,U. Medida,Cantidad,Costo x Unidad,Costo x Unidad SIN IGV en Soles,Precio Venta x Unidad,Link,Observaciones,Habilitar y Deshabilitar,Adjunto,Adjunto Ficha Tecnica,Imagen Referencial,Ultima revisión,TRAZA,OC a proveedor
2c5704f9663fb2a9,255b16e0,Silla de escritorio Rudy alta,Unidad,10,450,381.36,514.84,,,Deshabilitado,,,,,b0f501b6,
2c5704f9af17527f,255b16e0,RUDY ALTA ▪ BRAZOS REGULABLES ▪ MEC CONTANTO PERMANENTE ▪ NYLON 64 MM ▪ RUEDA NYLON 50 CM ▪ TAPIZ/TELA NEGRA,Unidad,10,550,550,715,,,Deshabilitado,,,,,6156f51f,
2c5704f94a09f919,255b16e0,Silla de escritorio Rudy alta,Unidad,10,430,364.41,491.95,,,Deshabilitado,,,,,4d9bcb4d,
2c5704f961ce6c32,255b16e0,Silla de escritorio Rudy alta,Unidad,10,394,333.9,450.77,,,Deshabilitado,,,,,31cfe972,
ae754cadg4ff22ac,5fe51a52,"Garrucha plataforma con freno industrial 4"" Nylon/Metal - carga 200kg",Unidad,8,54.9,46.53,59.9,,,Habilitado,,,,,3e5c9a0b,
2a0a2446f52adf96,0878b0f0,CHALECO DE SEGURIDAD POLIESTER C/LUCES LED,Unidad,1,67,67,89,,,Habilitado,,,,,efa5029c,
aec9cca79f73c427,a8e4c211,Silla tipo oficina - Tipo Rudy con brazos regulables en altura y reclinables,Unidad,4,363,307.63,489,,,Habilitado,,,,,01affa38,
aec9cca78e1326a2,63cebb64,ODISEO : Cierra Puertas Brazo Hidráulico 80kg.   Fuerza 2/3  Válvula 1 Velocidad de cierre termo constante  Válvula 2 Golpe final  Regulación de la fuerza: Por posicionamiento  Cumplimiento Lista: UL idóneo para puertas cortafuego/ resistente al humo  Apertura: 180º  Brazo: De compás  Condiciones de uso: Seguridad y comodidad entre -15º y +40ºC,Unidad,2,700,593.22,700,,,Habilitado,,,,,d879bf9f,
aec9cca7ca4211ec,63cebb64,YALE :Cierrapuerta Hidráulica Aluminio -Brazo Hidráulico 2234,Unidad,2,199.9,169.41,215,,,Habilitado,,,,,9d9dd9cd,
aec9cca7ca4211ec,63cebb64,YALE : Cierrapuerta Hidráulica Aluminio - Brazo Hidráulico 3005 - 150 Kilos,Unidad,2,335,283.9,361,,,Habilitado,,,,,9f9e4369,
aec9cca79f73c427,fe4dbc0e,Silla Lexus Gerente,Unidad,3,436,369.49,517.29,,,Deshabilitado,,,,,a10b8216,
3a784fc057671785,29b910d3,"ESTACIÓN DE EMERGENCIA (Teléfno de emergencia, BOtiquin, Lavaojos Haws Alvis, 50L  frazada, megafono de 25W marca Fox,  Mochila de emergencia, estintor de 6Kg, Camilla PVC, Inmovilizador de cabeza, correa spider)",Unidad,1,2359,1999.15,2798.81,,,Habilitado,,,,,a683eb6b,
3a784fc0b2813753,29b910d3,ESTACIÓN DE EMERGENCIA (sin accesorios) 200 x 150 cm en trupan de 4mm,Unidad,1,300,254.24,381.36,,,Habilitado,,,,,40812689,
3a784fc0f52adf96,eef8dab4,Lavaojos Portátil - Modelo LP-075 - 36L,Unidad,1,755,639.83,959.75,,,Habilitado,,,,,1ca59708,
e40db10ede59f061,406fadd6,"LOCKER METALICO DE 3 CUERPOD 6 CASILLEROS  medidas: 2.00alto, 1.21largo, 0.39fondo",Unidad,1,749,634.75,792.37,,,Habilitado,,,,,00ea8a22,
d917e4da190ee348,67f67250,"Morral negro según modelo  (42 x 21.5 x 31 cm) + logo x 12cm  ancho, de material de nylon",Unidad,50,60,60,87,,,Habilitado,,,,,cd487e8b,
d917e4da89ad020e,67f67250,"Morral negro según modelo  (42 x 21.5 x 31 cm) + logo x 12cm  ancho, de material nylon y base dura",Unidad,50,40.5,40.5,69,,,Habilitado,,,,,ee74e928,
91c1f6669f73c427,9c7ba766,Silla Lims Gerente base aluminio,Unidad,17,531.78,531.78,778.75,,,Habilitado,,,,,2777f281,
d917e4da488104a4,67f67250,Morral negro según modelo  (42 x 21.5 x 31 cm) + logo x 12cm  ancho,Unidad,50,51.5,43.64,69,,,Habilitado,,,,,c8954672,
33762e6acad6e360,68bb4b1a,LH ELECTRONIC Código: 19079764 Hidrolavadora Alta Presion Inalambrica Auto  share icon,Unidad,1,289,244.92,475,,,Habilitado,,,,,e513fef9,
1b09095ae63048ce,4ce06f6c,"StarTech. com - Adaptador USB 3.0 a doble DisplayPort 4K 60Hz, certificado DisplayLink, convertidor de video con tarjeta gráfica externa, Mac y PC (USB32DP24K60)",Unidad,3,162,162,1092.83,,,Habilitado,,,,,434048a8,
1b09095adf9c03f2,4ce06f6c,"StarTech.com Adaptador USB 3.0 a DisplayPort Dual 4K 60Hz, Certificado DisplayLink, Conversor de Vídeo con Tarjeta Gráfica Externa - Mac y PC (USB32DP24K60)",Unidad,3,907.67,907.67,0,,,Habilitado,,,,,67c23dd6,
6430b426f38ff35c,38506467,"AIRE ACONDICIONADO SPLIT 18,000 BTU INVERTER FRÍO/CALOR VM182H9 LG  SKU:VM182H9.NKR1 + Condensadora",Unidad,1,2999,2541.53,3599,,,Habilitado,,,,,cb78ddd4,
6430b4262aad4231,38506467,"Aire Acondicionado Split Pared Daikin 18,000 Btu Frio Calor / Inverter.  Modelo RXS18SL216.      Origen Japonés.   Control Remoto, Baterias, Kit de Instalacion, 3mts Tuberia de Cobre.+ Condensadora",Unidad,1,2500,2118.64,3099,,,Habilitado,,,,,12c2b50b,
6430b4262aad4231,38506467,"Aire Acondicionado Split Pared  CIAC-CARRIER  18000 BTU/HR R-410A FRÍO CALOR 220V/1F/60Hz   Origen Chino    Control Remoto, Baterias, Kit de Instalacion, 3mts Tuberia de Cobre  + Condensadora",Unidad,1,2350,1991.53,2950,,,Habilitado,,,,,8ae625eb,
6556396e4152fd83,287729dd,Enmicadora A3 500 x 200 x 110 mm  220V -240V AC - ALE,Unidad,1,325,275.42,415,,,Habilitado,,,,,96d14655,
6556396ec91b1a4d,287729dd,"Alternativa: Enmicadora A3 Razer, modelo PL-320B, peso 8kg, sistema de 4 rodillos",Unidad,1,390,330.51,495.77,,,Habilitado,,,,,7d54c34f,
6556396ebe7c37cc,287729dd,Enmicadora A3 [ALE] - de 100°-180° / 75-200mic - Model Nº 320,Unidad,1,329,278.81,418.22,,,Habilitado,,,,,c9a6c51c,
91c1f666d6dca9db,0d71b29f,Silla Delphi 8 PLUS,Unidad,1,1000,847.46,1050,,,Habilitado,,,,,e919bd4b,
1646da96d6dca9db,3a59035e,Silla Delphi 8 PLUS,Unidad,3,1000,847.46,1050,,,Habilitado,,,,,db18ad0c,
1646da969f73c427,2f13719c,Delphi II Gerente Syncro Brazos 3D Aluminio.  Cada silla en su caja.,Unidad,19,425.43,360.53,468.69,,,Habilitado,,,,,8a786899,
9454a7af0608a6bb,c09891ae,Bolsa Rojas Gruesas - 36” X 45” /  150 litros  /6 micras x PQT de 100unid,PQT,15,180,152.54,229,,,Habilitado,,,,,85dd0943,
9454a7af24f1730b,c09891ae,Bolsa Rojas Gruesas - 36” X 45” /  150 litros  /6 micras x PQT de 100unid,PQT,15,240,203.39,274.58,,,Habilitado,,,,,987bd1ed,
56d8a97be0f05f8a,418d995a,ESCALERA TIJERA SIMPLE ACCESO 4 PASOS 1.50 MT DE  ALT/ALUMINIO/MARCA TRUPER/CC 175 KG,Unidad,2,250,211.86,382.14,,,Habilitado,,,,,baa64aa9,
56d8a97be0f05f8a,418d995a,ESCALERA TIJERA DOBLE ACCESO 4 PASOS 1.22MT ALT/ALUMINIO/MARCA  REX LADDER/CC 150 KG,Unidad,2,350,296.61,490.22,,,Habilitado,,,,,c38d92ca,
9454a7af3659f57b,c09891ae,Bolsa Rojas Gruesas - 36” X 45” /  150 litros  /6 micras x PQT de 100unid,PQT,15,279.5,236.86,319.76,,,Habilitado,,,,,dbd33d71,
9454a7af121bc47d,c09891ae,"Alternativa en 4 micras : BOLSAS PEBD COLOR ROJO CAP. 150 LITROS / 36"" X 45""/ 4 micras",PQT,15,152.5,152.5,199,,,Habilitado,,,,,22d6db98,
2c5704f99f73c427,255b16e0,Silla Rudy Alta Contacto Permanente - Sin tapizar,Unidad,10,207,175.42,289,,,Habilitado,,,,,e2335281,
2c5704f9b748a358,255b16e0,"Tapizado en tela Crepé Negra, Brazos regulables en altura",Unidad,10,144,122.03,200,,"95 par de brazos, 4 operación, 45 tapizada",Habilitado,,,,,fd0cff8f,
06857f192aff0afd,d40505e9,"Alternativa: Precintos de seguridad con cable metálico modelo MCLZ 250, diámetro 2.5mm, largo 300 mm a 340 mm",Unidad,100,0.98,0.98,5.58,,,Habilitado,,,,,3c3cafce,
06857f195f73d04f,d40505e9,PRECINTO CABLE METALICO MODELO: (SY-1035C),Unidad,200,3.32,3.32,5.13,,,Habilitado,,,,,8126490a,
efa273553400e1c5,a682ca3d,"Letreros Imantados 20"" x 4"" X 5 mm - 6 nombres diferentes según detalle adjuntado",Unidad,27,8.75,7.42,15,,,Habilitado,,,,,1b50cae6,
e76408b5g4ff22ac,bcc9c604,Papel Toalla jumbo SCOTT blanco 200M X 4 rollos,PQT,3,104,88.14,104,,,Habilitado,,,,,8e9a67dc,
e76408b5g4ff22ac,622d63fb,Toallitas  Húmedas x 80 unid,Unidad,5,8.9,7.54,9.5,,,Habilitado,,,,,8eab03a1,
e76408b5g4ff22ac,a5738f1f,Desinfectante de Discos Activos  PATO,Unidad,3,11.9,10.08,12.9,,,Habilitado,,,,,4b4cf261,
e76408b5g4ff22ac,62b54ebf,Lustramuebles PRIDE en aerosol,Unidad,3,21.6,18.31,22.5,,,Habilitado,,,,,1767a284,
06857f19bbc11bee,d40505e9,"Precintos de seguridad con cable metálico largo 350mm, diámetro 3.5mm",Unidad,100,1.8,1.8,10.26,,,Habilitado,,,,,db40aa08,
06857f196240b82a,d40505e9,Precintos de seguridad con cable metálico GORILLA 3.5 x 300 (Verde),Unidad,100,3.5,3.5,5.25,,,Habilitado,,,,,8f14adff,
91f79495af905e61,62e69a6f,"99552 BRADY CANDADO DE SEGURIDAD 1.5"" - ROJO",Unidad,20,11.6,11.6,63.46,,,Habilitado,,,,,904f0b78,
7ac066af2b6d7052,37adecdd,Escalera tipo tijera de doble acceso fibra de vidrio FTD150-41A (4 pasos) - BULL,Unidad,6,379.32,1192.6078,1588.02,,,Habilitado,,,,22/05/2023 22:48:17,c620d9a9,
7ac066aff4906a16,37adecdd,Escalera tipo tijera de doble acceso fibra de vidrio FTD150-41A (4 pasos) - BULL,Unidad,6,540,457.63,631,,,Habilitado,,,,03/05/2023 21:21:26,3d35ac07,
7ac066af6ba337d2,37adecdd,"ALTERNATIVA: ESCALERA DIELEC.T/TIJERA DOBLE ACC.FIB.VIDRIO170kg 4 PASOS  AMARILLO ANSI14.5, Modelo HESC-FV-5-04-IA, marca Horn",Unidad,6,130.02,130.02,667.01,,,Habilitado,,,,,66a2f4b9,
7ac066af09cca432,37adecdd,ESCALERA AMERICAN BULL FIBRA DE VIDRIO TIJERA DOBLE ACCESO 4 PASOS 150 Kg FTD150-4IA CERRADO:1.22m ABIERTO:1.13m,Unidad,6,520,440.68,594.92,,,Habilitado,,,,,bada7e8f,
5213c018g4ff22ac,a47d773e,Ambientador en Spray x 360 ml - Sapolio,Unidad,6,7,5.93,8.9,,,Habilitado,,,,,718d5c91,
5213c0180b152319,a47d773e,Ambientador en Spray 6 en 1 x 360 ml - Sapolio,Unidad,6,6.5,5.51,19,,,Habilitado,,,,,8a913e10,
3c07dd501f77a3f7,998914d1,Piso Vinílico Palace Haya 1.5mm por m2 - Ancho 200cm-Largo 100cm- Formato del producto ROLLO,Unidad,20,38.8,32.8814,49.32,https://www.sodimac.com.pe/sodimac-pe/product/3488330/piso-vinilico-pino-liso-16mm-por-m2/3488330/?kid=goosho_213044&shop=googleShopping&gclid=Cj0KCQjwkOqZBhDNARIsAACsbfLvWCSzFNRLy4EQAW6YZM7litFKlGkXz8yDjI5c977A158bWacnrWwaAtelevisormEALw_wcB,,Habilitado,,,,01/06/2023 18:11:12,32c37581,
3c07dd501f77a3f7,4129121f,Stein Pegamento especial 4kg,Unidad,1,72,61.0169,91.53,,te: 02 días,Habilitado,,,,01/06/2023 18:11:12,f64754fa,
3c07dd506c6563be,4129121f,"PEGAMENTO ECOLOGICO, MARCA STEIN, X 1 GALON / 3.78 LT,  PESO 4KG , RINDE 16M2 APROX",Unidad,1,90.5,76.69,115.04,,,Habilitado,,,,,be4f29d2,
3c07dd50f520fe2d,4129121f,PEGAMENTO ECOLOGICO STEIN X GL(18M2 X GALON),Unidad,1,76.79,65.08,97.62,,,Habilitado,,,,,d8ad4044,
d67439c7f52adf96,522c69a2,Autorescatador SAFE 1 Steelpro,Unidad,4,290,290,389,,,Habilitado,,,,,0359897e,
d67439c759d2be65,522c69a2,Alternativa: Autorescatador marca Techprot,Unidad,4,381.36,381.36,533.9,,Te: 02 días,Habilitado,,,,,51ad24e6,
d67439c786afdd66,522c69a2,Autorescatador SAFE 1 Steelpro,Unidad,4,350,296.61,415.25,,,Habilitado,,,,,e6880bf9,
e76408b547d26ea9,2e9b44d2,Lavavajillas Líquido Limón 2.6 Lt AYUDIN,Unidad,1,31.9,27.03,40.55,,,Habilitado,,,,,c4f608ca,
e76408b547d26ea9,dddff70a,Doypack Lavavajillas Finish Tabletas 13 Unidades FINISH,Unidad,3,42.3,35.85,53.78,,TE: 02 DIAS,Habilitado,,,,,298bc3ed,
e76408b55925a073,2e9b44d2,Lavavajillas Líquido Ayudin Limón y Sábila 2.6L Ayudin,Unidad,1,29.9,25.34,38.01,,,Deshabilitado,,,,,c6e70faa,
e76408b577285092,ea8e216a,Repuesto pastilla urinario para canastilla Ebriel,Unidad,4,3.9,3.31,5.5,,,Habilitado,,,,22/04/2023 12:30:24,f4e30377,
1b3ff2e75d90d37b,a6bd6747,"Caja cosechera robusta A1calada REY, largo: 52.5, ancho 36.1, alto 32.1cm (20 und color verde/ 20 und color azul)",Unidad,40,24.5,20.76,31.14,,,Habilitado,,,,,5b255fa9,
1b3ff2e75d3503de,a6bd6747,Caja cosechera calada premium con escote 40L REY (20 und verde/ 20 und azul),Unidad,40,19.7,16.69,29.9,,,Habilitado,,,,,1c95b791,
1b3ff2e72bb38d67,a6bd6747,CAJA COSECHERA CALADA ROBUSTA REY,Unidad,40,24,20.34,30.51,,,Habilitado,,,,,e3af9d75,
e76408b50b152319,ea8e216a,Repuesto pastilla Ebriel,Unidad,4,3.7,3.14,5.5,,,Habilitado,,,,,798b0cbb,
e76408b50b152319,2e9b44d2,Lavavajilla Liquido Ayudin x 2.6L,Unidad,1,30,25.42,35,,,Habilitado,,,,,10b84365,
e76408b50b152319,62b54ebf,FRASCO spray lustramuebles Pride x 400 ml,Unidad,3,18,15.25,22.5,,,Habilitado,,,,,fc42a670,
e76408b50b152319,a5738f1f,Desinfectante WC PATO discos activos,Unidad,3,11,9.32,13.98,,,Habilitado,,,,,827aae94,
e76408b50b152319,622d63fb,Toallitas húmedas Chiquilin x 80und,Unidad,5,7.5,6.36,9.5,,,Habilitado,,,,,370a43ca,
d414aed55e0c4e83,fa992c34,"ASPIRADORA INDUSTRIAL CHASQUY MOD.7H55, MOTOR 3x1200W, CAPAC.55 GLNS. CON ACCESORIOS ESTÁNDAR: AGARRADERA CURVA 1.20 Mts., MANGUERA FLEXIBLE 3 Mts., ESCOBILLA PARA LIMPIAR FILTRO, ACCESORIO PLANO, DE BARRER, DE AGUA, DE ALFOMBRA 03 MOTORES DE 1200 Watts, 220v 60 Hz, CON SENSORES DE TEMPERATURA",Unidad,1,1972.85,1671.91,8116,,,Habilitado,,,,,5700cb53,
59c61dca92c31446,cc327fff,"JUEGO EPOXICO ANYPSA TITANIC  03 COMPONENTES DE 1 GLN (AMARILLO MD RAL-1003 GL,CATALIZADOR, DISOLVENTE)",Galón,6,251.5,213.14,310,,,Habilitado,,,,,73b49b95,
59c61dca92c31446,c9e53d0f,"JUEGO EPOXICO ANYPSA TITANIC  03 COMPONENTES DE 1 GLN (VERDE CROMO EPX-6100 GL, CATALIZADOR, DISOLVENTE)",Galón,6,251.5,213.14,310,,,Habilitado,,,,,a8a9a28c,
59c61dca92c31446,f3c47802,"JUEGO EPOXICO ANYPSA TITANIC  03 COMPONENTES DE 1 GLN (NEGRO EPX-7000 GLCATALIZADOR, DISOLVENTE)",Galón,3,251.5,213.14,310,,,Habilitado,,,,,0780fcb8,
483e237a96d37ad5,7f805a6b,ROTULADORA BROTHER ELECTRÓNICA PTE550WVP WIFI,Unidad,2,982.2,982.2,1320,,,Habilitado,,,,,db26f905,
483e237a06b2b9fc,7f805a6b,Rotulador eléctrico Brother PTE550WVP,Unidad,2,1320,1118.64,1510.16,,,Habilitado,,,,,2afbc709,
483e237a04b453c3,7f805a6b,Rotulador eléctrico brother PTE550WVP,Unidad,2,1498,1269.49,1713.81,,,Habilitado,,,,,3d5e3079,
59c61dcag7a3d6f5,c9e53d0f,"JGO EPOXICO TITANIC (VERDE CROMO EPX-6100 GL, CATALIZADOR, DISOLVENTE)",Galón,6,300.15,254.36,356.1,,,Habilitado,,,,,1b26fdcc,
e76408b526b2e5eb,dddff70a,FROSCH Pastillas para Lavavajillas Automáticos (Geschirrspül) 26 Tabletas,Unidad,3,10.5,8.9,52,,,Habilitado,,,,,9fd9e432,
59c61dcag7a3d6f5,cc327fff,"JGO EPOXICO TITANIC (AMARILLO MD RAL-1003 GL,CATALIZADOR, DISOLVENTE)",Galón,6,300.15,254.36,356.1,,,Habilitado,,,,,3938dd2d,
59c61dcag7a3d6f5,f3c47802,"JGO EPOXICO TITANIC (NEGRO EPX-7000 GLCATALIZADOR, DISOLVENTE)",Galón,3,300.15,254.36,381.54,,,Habilitado,,,,,b5960bd3,
0e3dcf81df9c03f2,3f3dbab8,"Mochila para portátil High Sierra Access 2.0, color  negra, peso : 1.113 kg",Unidad,1,412,412,499,,,Habilitado,,,,,cfe461df,
0e3dcf81e63048ce,3f3dbab8,"High Sierra Mochila para laptop Access 2.0, Negro, talla única , Mochila para portátil Access 2.0",Unidad,1,430.42,430.42,645.63,,,Habilitado,,,,,19164ba5,
af87efbf26c1f1d2,84c290df,Cable Adaptador de USB a Serie RS232   Trendnet TU S9 544mm,Unidad,1,100,84.75,149,,,Habilitado,,,,,5e108d86,
af87efbf26c1f1d2,1fbab615,CABLE ADAPTADOR EXTENSION SERIAL DB9 MACHO A HEMBRA DE 1.8M TRAUTECH,Unidad,1,30,25.42,95.5,,,Habilitado,,,,,29f43354,
af87efbf26c1f1d2,cd462a29,LECTOR DE TARJETAS MEMORIAS MICRO SD / CF / SD / MS A USB 3.0 UGREEN 30333,Unidad,1,80,67.8,101.7,,,Habilitado,,,,,4f61cd8a,
af87efbf37962e3a,84c290df,Cable Adaptador de USB a Serie RS232   Trendnet TU S9 544mm,Unidad,1,150,127.12,149,,,Habilitado,,,,,db0550b2,
af87efbf37962e3a,1fbab615,Cable Serial DB9 de hembra a macho,Unidad,1,75,63.56,95.34,,,Deshabilitado,,,,,9484fc58,
af87efbf37962e3a,8475c9d5,Alternativa: Memoria de compact flash 64 gb,Unidad,1,450,381.36,572.04,,,Habilitado,,,,,55d4fc16,
af87efbf37962e3a,cd462a29,Lector de memoria compact flash de velocidad de 2.0,Unidad,1,85,72.03,108.05,,,Deshabilitado,,,,,c0b2677e,
af87efbfeac90dce,84c290df,CABLE ADAPTADOR USB A SERIE RS232  PARALELO DB25 MACHO,Unidad,1,29.9,25.34,38.01,,,Deshabilitado,,,,,fd048e86,
af87efbfeac90dce,cd462a29,HUB 3 PUERTOS USB2.0+ LECTOR MEM SD/MMC -  MICRO SD - M2 - MS PRO DUO,Unidad,1,35.9,30.42,45.63,,,Deshabilitado,,,,,f7a540d2,
e76408b5e6ec172e,bcc9c604,PAPEL TOALLA DE MANO BLCO. SCOTT 200 MTS,PQT,3,68,57.63,104,,,Habilitado,,,,,a343c29f,
e76408b5e6ec172e,c1a0f687,AZUCAR RUBIA VEGA EMB. 1KL,Unidad,10,5.4,4.58,6.87,,,Habilitado,,,,,9d5eff1e,
e76408b5e6ec172e,a5738f1f,DISCO ACTIVOS PATO 1 DISP. + 6 DISCOS,Unidad,3,7.8,6.61,12.9,,,Habilitado,,,,,308b50f5,
e76408b5e6ec172e,62b54ebf,CERA LUSTRAMUEBLE SPRAY PRIDE 400ML NATURAL.,Unidad,3,20.5,17.37,26.06,,,Habilitado,,,,,c17a90b7,
e76408b5e6ec172e,2e9b44d2,LAVAVAJILLA LIQUIDA AYUDIN 2.600ML.,Unidad,1,39,33.05,49.58,,,Habilitado,,,,,d34f92c9,
f4d55996g4ff22ac,f855ed2b,Mochila de Policarbonato No Drag Mach 1 Pack OGIO 123008.36 Negro OGIO,Unidad,6,499,422.8814,179,,,Deshabilitado,,,Files/R2022-589/ad69eb64.Imagen Referencial.221254.png,,ad69eb64,
f4d55996cbf8c5ec,f855ed2b,"Mochila Targus Intellect Essential para laptop 15.6"", negro, resistente al agua",Unidad,6,89,75.4237,179,,,Deshabilitado,,,,,7f22b041,
f4d559965925a073,f855ed2b,Mochila para Laptop 15.6 Reforzada Alvan-001,Unidad,5,99,83.8983,179,,te : 02 días,Habilitado,,,,,2b0bc7a0,a8f7ee57
f4d559969eba303a,f855ed2b,"Mochila Targus citylite pro Premium Security, resistente",Unidad,6,279,236.4407,179,,,Deshabilitado,,,Files/R2022-589/694100d5.Imagen Referencial.221206.png,,694100d5,
e76408b502865c8f,c1a0f687,Azúcar Bells x kilo,Unidad,10,4.5,3.81,6.9,,,Habilitado,,,,,f7385605,
e76408b56f1b2fbb,c175080d,Papel Toalla NOVA gigante 500 hojas  x und.,Unidad,18,10.7,9.07,17.5,,,Habilitado,,,,,e79753b4,
a33130e6df9c03f2,c5915ad8,Mochila táctica militar grande - Mochila Molle Marca: EMDMAK,Unidad,1,278.5,236.02,388,,,Habilitado,,,,,0343dd39,
a97e6928f762c9c8,3893d8c7,Alternativa Cinta Brother FLEXIBLE  TZE-FX321 Negro sobre Blanco (12mm),Unidad,12,85,72.03,108.05,,,Habilitado,,,,,3564644e,
98725c0b864c5409,96017722,Calefactor de pared WH 2000W - IMACO,Unidad,10,209,177.12,247.97,,,Habilitado,,,,,b549c19f,
98725c0b864c5409,32af42ad,Termoventilador 1800W ITC 3181,Unidad,8,139,117.8,176.7,,,Deshabilitado,,,,,fcdab7e3,
98725c0bcad6e360,32af42ad,Termo ventilador de cerámica 220V - 6HZ - ITC3181 IMACO 1800W,Unidad,8,140,118.64,176.7,,,Habilitado,,,,,9a22dc47,
9b7a41f69f73c427,db1d6ca4,"Silla Rudy Alta tapizada tela negra,  contacto permanente, SIn Brazos",Unidad,7,247.57,247.57,346.6,,,Habilitado,,,,,04467a4b,
9b7a41f6b748a358,db1d6ca4,"Brazos regulables, armado de Silla",Unidad,7,111,94.07,141.1,,,Habilitado,,,,,f5d3c3eb,
f4d5599607de8f96,f855ed2b,Mochila para Laptop 15.6 Reforzada Alvan-001,Unidad,6,99,83.8983,179,,,Deshabilitado,,,Files/R2022-589/89fe8f40.Imagen Referencial.221120.png,,89fe8f40,
afd5efe21f77a3f7,1a0a58bd,Alternativa: Besxt Poncho PVC con Capucha para Lluvia (talla única),Unidad,18,34.9,29.5763,44.37,,,Habilitado,,,,01/06/2023 18:11:12,763f53c4,
afd5efe249746a78,1a0a58bd,Alternativa: Poncho impermeable con capucha  color negro (talla única),Unidad,18,22.5,19.07,28.61,,,Habilitado,,,,,11799069,
afd5efe2457d6b2f,1a0a58bd,Alternativa: Poncho impermeable con capucha  color azul marino (talla única),Unidad,18,19.31,19.31,28.97,,,Habilitado,,,,,f1dde532,
afd5efe2f52adf96,1a0a58bd,Alternativa: PONCHO PVC LIVIANO 1.25m X 1.00m AZUL,Unidad,18,16,16,25,,,Habilitado,,,,,12192ed1,
af87efbfaa914410,84c290df,"Cable serial, de USB a DB9 (RS232) Cable: 0.7 metros Marca: trautech",Unidad,1,22,18.64,27.96,,,Deshabilitado,,,,,aabca222,
af87efbfaa914410,1fbab615,"Cable serial, de DB9 Macho a DB9 hembra Cable: 1.7 metros Marca: Trautech",Unidad,1,17,14.41,95.5,,,Deshabilitado,,,,,f5ecb045,
2b046cc2f1cba4b5,74bbe933,Café descafeinado mol CUMBRE J Valdez Premium x 340gr,Unidad,3,41.57,35.23,51,,,Habilitado,,,,,a9572c1b,
2b046cc2f1cba4b5,f691c1d0,Endulzante en polvo Splenda x 100 unid,Caja,1,48.86,41.41,55,,,Habilitado,,,,,dbf04b7e,
2b046cc2f1cba4b5,24bf2b83,Agua mineral sin gas 600 mL x 6 unid San Mateo,Unidad,2,9.48,8.03,11.47,,,Habilitado,,,,,ae1f0fab,
2b046cc2f1cba4b5,e84ac9b1,Gaseosa Inca Kola Zero Six Pack 500 ml,Unidad,24,15.46,13.1,18.7,,,Habilitado,,,,,9c79e45a,
aff712b6457d6b2f,c96b2e8b,Guantes Anticorte Talla 6 o XS  - HIFLEX 11-318 ANSELL,Unidad,30,9.62,8.15,42,,,Habilitado,,,,,c2eec603,
a97e69285925a073,b92d2e47,Cinta Brother TZe-261 Negro sobre Blanco 36mm,Unidad,2,125,105.93,158.9,,,Habilitado,,,,,82112abd,
a97e69283e8340a5,b92d2e47,Cinta Brother tze-261 Black on White 1.5″ x 8mts (36mm),Unidad,2,145,122.88,184.32,,te: 20 días,Habilitado,,,,,1b256d19,
a97e692893b56ef5,b92d2e47,Cinta Brothe TZE-261 Black on White 1.5″(36MM),Unidad,2,120,101.69,152.54,,,Habilitado,,,,,ecf2e38a,
8e21db72ca33d0ee,4efba431,BATERIA DE LITHIUM GENÉRICA FORMATO 18650 CLASE A  3.7V/3000mAh.  Corriente Continua 7A. Corriente Pico 10A.,Unidad,4,27.14,23,65,,,Habilitado,,,,,0ea87697,
d06b078f44df07f0,2a350171,Multi Card Reader ASTROM AT1005,Unidad,1,39.9,33.81,50.72,,,Deshabilitado,,,,,68c45c34,
d06b078f07fd3385,2a350171,Lector multitarjetas Astrom externo at100,Unidad,1,39,33.05,49.58,,,Deshabilitado,,,,,0b0815bb,
e76408b52ccc636d,dddff70a,Pastillas para Lavavajilla automática FROSCH x 26 tabletas,Unidad,3,39.9,33.81,52,,,Habilitado,,,,,88e4d1d7,
2f82273e8672389e,457556d8,"Letrero tipo caja rectangular en Acrílico de 5mm. 400mm X 60mm X 250mm Con Logo Ferreyros. Color Rojo ""Fuera de servicio No debe ser operado""",Unidad,2,85,72.03,113,,,Habilitado,,,,07/03/2023 13:14:23,c9941ede,
2f82273e8672389e,f19bbd72,"Letrero caja rectangular en Acrílico de 5mm. 400mm X 60mm X 250mm Con Logo Ferreyros. Color Amarillo: ""Equipo en mantenimiento No debe ser operado""",Unidad,2,85,72.03,113,,,Habilitado,,,,07/03/2023 13:14:24,2fbb6378,
2f82273e8672389e,348853f4,"Letrero tipo caja rectangular en Acrílico de 5mm. 400mm X 60mm X 250mm Con Logo Ferreyros. Color Azul: ""Equipo en Prueba  No debe ser operado""",Unidad,2,85,72.03,113,,,Habilitado,,,,07/03/2023 13:14:24,dc76bd44,
0a5fccad9f73c427,3ae9264c,Silla modelo RUDY Brazos regulables en altura.  Espaldar regulable en altura.  Sistema de             reclinación de contacto permanente con bloqueos con perilla.  PRODUCTO SE ENTREGA SEMI ARMADO,Unidad,6,185.03,185.03,489,,,Habilitado,,,,,36d29867,
